2026-02-04 11:23:06 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 15:25:11 | web.scraper | INFO | Extracted 122074 chars from https://ikas.com/tr/blog/yapay-zeka-uygulamalari
2026-02-05 15:25:15 | advanced_report | INFO | LLM client initialized for report generation
2026-02-05 15:25:26 | advanced_report | INFO | Word document created: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_152526.docx
2026-02-05 15:25:26 | advanced_report | INFO | Professional report generated: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_152526.docx (docx)
2026-02-05 15:25:26 | advanced_research | INFO | Profesyonel rapor oluşturuldu: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_152526.docx
2026-02-05 15:25:26 | advanced_research | INFO | Rapor metrikleri - Kapsam: 60%, Güvenilirlik: 67%, Bütünlük: 27%
2026-02-05 15:25:26 | advanced_research | INFO | Araştırma tamamlandı: yapay zeka - 6 kaynak, 1 rapor
2026-02-05 15:25:26 | task_executor | INFO | Task advanced_research completed in 20.79s
2026-02-05 15:25:26 | security.audit | ERROR | Error logging operation: NOT NULL constraint failed: audit_log.user_id
2026-02-05 15:25:26 | memory | ERROR | Error storing task: NOT NULL constraint failed: task_history.user_id
2026-02-05 15:37:02 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-05 15:37:02 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 15:37:02 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-05 15:37:45 | agent_loop | INFO | LLM plan raw: Görevi planlayacağım. Aşağıdaki JSON planı oluşturdum:

```
[
  {"step":1, "tool":"spotlight_search", "params":{"query":"Masaüstündeki son 3 PDF"}, "desc":"Bilinen yolları bulmaya çalış"},
  {"step":2, "tool":"list_files", "params":{"directory":"Desktop", "pattern":"*.pdf"}, "desc":"Son 3 PDF dosyas
2026-02-05 15:37:45 | agent_loop | ERROR | LLM plan JSON parse hatası: Unterminated string starting at: line 4 column 60 (char 310)
2026-02-05 15:37:45 | agent_loop | WARNING | LLM plan boş döndü
2026-02-05 15:50:17 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 15:50:17 | memory | INFO | Stored preference for user 99999: format_preference = Word/Docx
2026-02-05 15:50:17 | memory | INFO | Stored preference for user 99999: tone = Ciddi ve teknik
2026-02-05 15:50:17 | memory | INFO | Stored preference for user 99999: language = Türkçe
2026-02-05 15:50:17 | persona | INFO | Persona synthesized for user 99999
2026-02-05 16:03:50 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-05 16:03:54 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 16:03:54 | agent | INFO | Agent başlatılıyor...
2026-02-05 16:03:54 | llm | INFO | Model llama3.1:8b hazır
2026-02-05 16:03:54 | agent | INFO | LLM hazır
2026-02-05 16:03:54 | agent | INFO | Reasoning engine hazır
2026-02-05 16:03:54 | agent | INFO | Autonomous planner hazır
2026-02-05 16:03:54 | agent | INFO | Plan executor hazır
2026-02-05 16:03:54 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-05 16:03:54 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-05 16:03:54 | agent | INFO | Agent loop hazır
2026-02-05 16:03:54 | tool_health | INFO | Initializing tool health checks...
2026-02-05 16:03:54 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-05 16:03:54 | tool_health | INFO | Tool health check initialization complete
2026-02-05 16:03:54 | agent | INFO | Tool health check: 0/0 healthy
2026-02-05 16:03:54 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-05 16:03:54 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-05 16:03:54 | agent | INFO | Semantic memory initialized
2026-02-05 16:03:54 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-05 16:03:54 | agent | INFO | Knowledge base initialized
2026-02-05 16:03:54 | agent | INFO | Smart cache initialized
2026-02-05 16:03:54 | agent | INFO | Request router initialized
2026-02-05 16:03:54 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-05 16:03:54 | agent | INFO | Connection pools initialized
2026-02-05 16:03:54 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-05 16:03:54 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-05 16:03:54 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-05 16:03:55 | telegram.ext.Application | INFO | Application started
2026-02-05 16:03:55 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-05 16:04:02 | agent | INFO | İşleniyor: selam...
2026-02-05 16:04:02 | agent_loop | INFO | Processing input: selam
2026-02-05 16:04:02 | memory | ERROR | Error storing conversation: NOT NULL constraint failed: conversations.user_id
2026-02-05 16:04:32 | agent | INFO | İşleniyor: napıyorsun...
2026-02-05 16:04:32 | agent_loop | INFO | Processing input: napıyorsun
2026-02-05 16:07:04 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-05 16:07:05 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 16:07:05 | agent | INFO | Agent başlatılıyor...
2026-02-05 16:07:05 | llm | INFO | Model llama3.1:8b hazır
2026-02-05 16:07:05 | agent | INFO | LLM hazır
2026-02-05 16:07:05 | agent | INFO | Reasoning engine hazır
2026-02-05 16:07:05 | agent | INFO | Autonomous planner hazır
2026-02-05 16:07:05 | agent | INFO | Plan executor hazır
2026-02-05 16:07:05 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-05 16:07:05 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-05 16:07:05 | agent | INFO | Agent loop hazır
2026-02-05 16:07:05 | tool_health | INFO | Initializing tool health checks...
2026-02-05 16:07:05 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-05 16:07:05 | tool_health | INFO | Tool health check initialization complete
2026-02-05 16:07:05 | agent | INFO | Tool health check: 0/0 healthy
2026-02-05 16:07:05 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-05 16:07:05 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-05 16:07:05 | agent | INFO | Semantic memory initialized
2026-02-05 16:07:05 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-05 16:07:05 | agent | INFO | Knowledge base initialized
2026-02-05 16:07:05 | agent | INFO | Smart cache initialized
2026-02-05 16:07:05 | agent | INFO | Request router initialized
2026-02-05 16:07:05 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-05 16:07:05 | agent | INFO | Connection pools initialized
2026-02-05 16:07:05 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-05 16:07:05 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-05 16:07:05 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-05 16:07:06 | telegram.ext.Application | INFO | Application started
2026-02-05 16:07:06 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-05 16:07:25 | agent | INFO | İşleniyor: selam...
2026-02-05 16:07:25 | agent_loop | INFO | Processing input: selam
2026-02-05 16:07:25 | memory | ERROR | Error storing conversation: NOT NULL constraint failed: conversations.user_id
2026-02-05 16:07:27 | agent | INFO | İşleniyor: naber...
2026-02-05 16:07:27 | agent_loop | INFO | Processing input: naber
2026-02-05 16:07:27 | memory | ERROR | Error storing conversation: NOT NULL constraint failed: conversations.user_id
2026-02-05 16:07:43 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-05 16:07:44 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 16:07:44 | agent | INFO | Agent başlatılıyor...
2026-02-05 16:07:44 | llm | INFO | Model llama3.1:8b hazır
2026-02-05 16:07:44 | agent | INFO | LLM hazır
2026-02-05 16:07:44 | agent | INFO | Reasoning engine hazır
2026-02-05 16:07:44 | agent | INFO | Autonomous planner hazır
2026-02-05 16:07:44 | agent | INFO | Plan executor hazır
2026-02-05 16:07:44 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-05 16:07:44 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-05 16:07:44 | agent | INFO | Agent loop hazır
2026-02-05 16:07:44 | tool_health | INFO | Initializing tool health checks...
2026-02-05 16:07:44 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-05 16:07:44 | tool_health | INFO | Tool health check initialization complete
2026-02-05 16:07:44 | agent | INFO | Tool health check: 0/0 healthy
2026-02-05 16:07:44 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-05 16:07:44 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-05 16:07:44 | agent | INFO | Semantic memory initialized
2026-02-05 16:07:44 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-05 16:07:44 | agent | INFO | Knowledge base initialized
2026-02-05 16:07:44 | agent | INFO | Smart cache initialized
2026-02-05 16:07:44 | agent | INFO | Request router initialized
2026-02-05 16:07:44 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-05 16:07:44 | agent | INFO | Connection pools initialized
2026-02-05 16:07:44 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-05 16:07:45 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-05 16:07:45 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-05 16:07:45 | telegram.ext.Application | INFO | Application started
2026-02-05 16:07:45 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-05 16:09:20 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-05 16:09:20 | main | ERROR | UI başlatma hatası: type object 'Policy' has no attribute 'Flexible'
2026-02-05 16:09:39 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-05 16:09:40 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-05 16:09:40 | agent | INFO | Agent başlatılıyor...
2026-02-05 16:09:40 | llm | INFO | Model llama3.1:8b hazır
2026-02-05 16:09:40 | agent | INFO | LLM hazır
2026-02-05 16:09:40 | agent | INFO | Reasoning engine hazır
2026-02-05 16:09:40 | agent | INFO | Autonomous planner hazır
2026-02-05 16:09:40 | agent | INFO | Plan executor hazır
2026-02-05 16:09:40 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-05 16:09:40 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-05 16:09:40 | agent | INFO | Agent loop hazır
2026-02-05 16:09:40 | tool_health | INFO | Initializing tool health checks...
2026-02-05 16:09:40 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-05 16:09:40 | tool_health | INFO | Tool health check initialization complete
2026-02-05 16:09:40 | agent | INFO | Tool health check: 0/0 healthy
2026-02-05 16:09:40 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-05 16:09:40 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-05 16:09:40 | agent | INFO | Semantic memory initialized
2026-02-05 16:09:40 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-05 16:09:40 | agent | INFO | Knowledge base initialized
2026-02-05 16:09:40 | agent | INFO | Smart cache initialized
2026-02-05 16:09:40 | agent | INFO | Request router initialized
2026-02-05 16:09:40 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-05 16:09:40 | agent | INFO | Connection pools initialized
2026-02-05 16:09:40 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-05 16:09:41 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-05 16:09:41 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-05 16:09:41 | telegram.ext.Application | INFO | Application started
2026-02-05 16:09:41 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-05 16:10:23 | agent | INFO | İşleniyor: yapay zeka hakkında araştırma yap...
2026-02-05 16:10:23 | agent_loop | INFO | Processing input: yapay zeka hakkında araştırma yap
2026-02-05 16:10:23 | agent_loop | INFO | Executing step step_1: yapay zeka hakkında araştırma yap (attempt 1/3)
2026-02-05 16:10:23 | task_executor | INFO | Executing advanced_research with params: {'topic': 'yapay zeka'}
2026-02-05 16:10:23 | advanced_research | INFO | Araştırma başlatıldı: yapay zeka (standard)
2026-02-05 16:10:24 | web.search | INFO | Search 'yapay zeka': found 6 results
2026-02-05 16:10:26 | web.scraper | INFO | Extracted 26 chars from https://gemini.google.com/?hl=tr
2026-02-05 16:10:27 | web.scraper | INFO | Extracted 9581 chars from https://gemini.google/tr/about/?hl=tr
2026-02-05 16:10:28 | web.scraper | INFO | Extracted 2568 chars from https://yandex.com.tr/yazeka
2026-02-05 16:10:31 | web.scraper | INFO | Extracted 0 chars from https://webfellas.com.tr/15-ucretsiz-yapay-zeka-uygulamasi-2025te-en-cok-kullanilan-araclar/
2026-02-05 16:10:31 | web.scraper | INFO | Extracted 122074 chars from https://ikas.com/tr/blog/yapay-zeka-uygulamalari
2026-02-05 16:10:32 | advanced_report | INFO | LLM client initialized for report generation
2026-02-05 16:10:33 | advanced_report | INFO | Word document created: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_161033.docx
2026-02-05 16:10:33 | advanced_report | INFO | Professional report generated: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_161033.docx (docx)
2026-02-05 16:10:33 | advanced_research | INFO | Profesyonel rapor oluşturuldu: /Users/emrekoca/Desktop/Research Reports/yapay_zeka_20260205_161033.docx
2026-02-05 16:10:33 | advanced_research | INFO | Rapor metrikleri - Kapsam: 60%, Güvenilirlik: 67%, Bütünlük: 27%
2026-02-05 16:10:33 | advanced_research | INFO | Araştırma tamamlandı: yapay zeka - 6 kaynak, 1 rapor
2026-02-05 16:10:33 | task_executor | INFO | Task advanced_research completed in 9.46s
2026-02-05 16:10:33 | security.audit | ERROR | Error logging operation: NOT NULL constraint failed: audit_log.user_id
2026-02-05 16:10:33 | memory | ERROR | Error storing task: NOT NULL constraint failed: task_history.user_id
2026-02-05 16:10:47 | agent | INFO | İşleniyor: masaüstünde ne var...
2026-02-05 16:10:47 | agent_loop | INFO | Processing input: masaüstünde ne var
2026-02-05 16:11:28 | agent_loop | INFO | LLM plan raw: Uzun bir görev planı oluşturacağım. İşte plan:

**Görev:** "Masaüstü'nde ne var"

**Plan:**

1. **Adım 1: Masaüstünde PDF dosyalarını bul**
	* Araç: `search_files`
	* Parametreler:
		+ `pattern`: `*.pdf` (PDF dosyaları için arama kalıbı)
		+ `directory`: `Desktop` (Masaüstü klasörünü tarayacağız)
	*
2026-02-05 16:11:28 | agent_loop | ERROR | LLM plan JSON parse hatası: Expecting value: line 1 column 2 (char 1)
2026-02-05 16:11:28 | agent_loop | WARNING | LLM plan boş döndü
2026-02-05 16:11:28 | agent_loop | ERROR | Plan creation failed for goal: masaüstünde ne var
2026-02-05 16:11:28 | error_handler | ERROR | Error [unknown] in planner: Plan oluşturulamadı
2026-02-06 00:29:22 | agent | INFO | İşleniyor: selam...
2026-02-06 00:29:22 | agent_loop | INFO | Processing input: selam
2026-02-06 00:29:22 | memory | ERROR | Error storing conversation: NOT NULL constraint failed: conversations.user_id
2026-02-06 00:29:32 | agent | INFO | İşleniyor: masaüstünde klasör oluştur...
2026-02-06 00:29:32 | agent_loop | INFO | Processing input: masaüstünde klasör oluştur
2026-02-06 00:29:32 | llm | ERROR | Custom prompt LLM error: Event loop is closed
2026-02-06 00:29:32 | agent_loop | INFO | LLM plan raw: 
2026-02-06 00:29:32 | agent_loop | WARNING | LLM plan boş döndü
2026-02-06 00:29:32 | agent_loop | ERROR | Plan creation failed for goal: masaüstünde klasör oluştur
2026-02-06 00:29:32 | error_handler | ERROR | Error [unknown] in planner: Plan oluşturulamadı
2026-02-06 00:32:04 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-06 00:32:05 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-06 00:32:05 | agent | INFO | Agent başlatılıyor...
2026-02-06 00:32:05 | llm | INFO | Model llama3.1:8b hazır
2026-02-06 00:32:05 | agent | INFO | LLM hazır
2026-02-06 00:32:05 | agent | INFO | Reasoning engine hazır
2026-02-06 00:32:05 | agent | INFO | Autonomous planner hazır
2026-02-06 00:32:05 | agent | INFO | Plan executor hazır
2026-02-06 00:32:05 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-06 00:32:05 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-06 00:32:05 | agent | INFO | Agent loop hazır
2026-02-06 00:32:05 | tool_health | INFO | Initializing tool health checks...
2026-02-06 00:32:05 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-06 00:32:05 | tool_health | INFO | Tool health check initialization complete
2026-02-06 00:32:05 | agent | INFO | Tool health check: 0/0 healthy
2026-02-06 00:32:05 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-06 00:32:05 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-06 00:32:05 | agent | INFO | Semantic memory initialized
2026-02-06 00:32:05 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-06 00:32:05 | agent | INFO | Knowledge base initialized
2026-02-06 00:32:05 | agent | INFO | Smart cache initialized
2026-02-06 00:32:05 | agent | INFO | Request router initialized
2026-02-06 00:32:05 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-06 00:32:05 | agent | INFO | Connection pools initialized
2026-02-06 00:32:05 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-06 00:32:05 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-06 00:32:05 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-06 00:32:05 | telegram.ext.Application | INFO | Application started
2026-02-06 00:32:06 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-06 00:32:50 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-06 00:32:51 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-06 00:32:51 | agent | INFO | Agent başlatılıyor...
2026-02-06 00:32:51 | llm | INFO | Model llama3.1:8b hazır
2026-02-06 00:32:51 | agent | INFO | LLM hazır
2026-02-06 00:32:51 | agent | INFO | Reasoning engine hazır
2026-02-06 00:32:51 | agent | INFO | Autonomous planner hazır
2026-02-06 00:32:51 | agent | INFO | Plan executor hazır
2026-02-06 00:32:51 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-06 00:32:51 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-06 00:32:51 | agent | INFO | Agent loop hazır
2026-02-06 00:32:51 | tool_health | INFO | Initializing tool health checks...
2026-02-06 00:32:51 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-06 00:32:51 | tool_health | INFO | Tool health check initialization complete
2026-02-06 00:32:51 | agent | INFO | Tool health check: 0/0 healthy
2026-02-06 00:32:51 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-06 00:32:51 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-06 00:32:51 | agent | INFO | Semantic memory initialized
2026-02-06 00:32:51 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-06 00:32:51 | agent | INFO | Knowledge base initialized
2026-02-06 00:32:51 | agent | INFO | Smart cache initialized
2026-02-06 00:32:51 | agent | INFO | Request router initialized
2026-02-06 00:32:51 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-06 00:32:51 | agent | INFO | Connection pools initialized
2026-02-06 00:32:51 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-06 00:32:51 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-06 00:32:51 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-06 00:32:52 | telegram.ext.Application | INFO | Application started
2026-02-06 00:32:52 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-06 00:32:59 | agent | INFO | İşleniyor: selam...
2026-02-06 00:32:59 | agent_loop | INFO | Processing input: selam
2026-02-06 00:32:59 | memory | ERROR | Error storing conversation: NOT NULL constraint failed: conversations.user_id
2026-02-06 00:33:20 | main | INFO | Masaüstü UI modu başlatılıyor...
2026-02-06 00:33:21 | memory | INFO | Memory database initialized at /Users/emrekoca/.config/cdacs-bot/memory.db
2026-02-06 00:33:21 | agent | INFO | Agent başlatılıyor...
2026-02-06 00:33:21 | llm | INFO | Model llama3.1:8b hazır
2026-02-06 00:33:21 | agent | INFO | LLM hazır
2026-02-06 00:33:21 | agent | INFO | Reasoning engine hazır
2026-02-06 00:33:21 | agent | INFO | Autonomous planner hazır
2026-02-06 00:33:21 | agent | INFO | Plan executor hazır
2026-02-06 00:33:21 | security.audit | INFO | Audit database initialized at /Users/emrekoca/.config/cdacs-bot/audit.db
2026-02-06 00:33:21 | session_manager | INFO | Session manager initialized: /Users/emrekoca/.elyan/sessions
2026-02-06 00:33:21 | agent | INFO | Agent loop hazır
2026-02-06 00:33:21 | tool_health | INFO | Initializing tool health checks...
2026-02-06 00:33:21 | tool_health | WARNING | CLI tool 'wifi': not found
2026-02-06 00:33:21 | tool_health | INFO | Tool health check initialization complete
2026-02-06 00:33:21 | agent | INFO | Tool health check: 0/0 healthy
2026-02-06 00:33:21 | agent | INFO | Session manager initialized and stale sessions cleaned
2026-02-06 00:33:21 | semantic_memory | WARNING | sentence-transformers not installed, using simple keyword matching
2026-02-06 00:33:21 | agent | INFO | Semantic memory initialized
2026-02-06 00:33:21 | knowledge_base | WARNING | Knowledge base embedder not available: No module named 'sentence_transformers'
2026-02-06 00:33:21 | agent | INFO | Knowledge base initialized
2026-02-06 00:33:21 | agent | INFO | Smart cache initialized
2026-02-06 00:33:21 | agent | INFO | Request router initialized
2026-02-06 00:33:21 | connection_pool | INFO | HTTP connection pool initialized (20 max connections)
2026-02-06 00:33:21 | agent | INFO | Connection pools initialized
2026-02-06 00:33:21 | agent | INFO | ✅ Agent hazır - Autonomous mode active
2026-02-06 00:33:21 | telegram | INFO | Extended commands registered (code, email, parallel, etc.)
2026-02-06 00:33:21 | telegram | INFO | Handler'lar kaydedildi ve approval callback ayarlandi
2026-02-06 00:33:22 | telegram.ext.Application | INFO | Application started
2026-02-06 00:33:22 | clean_main_app | INFO | Telegram botu başarıyla başlatıldı ve polling yapıyor
2026-02-06 00:36:03 | agent | INFO | İşleniyor: selam...
2026-02-06 00:36:03 | agent_loop | INFO | Processing input: selam
2026-02-06 00:36:08 | agent | INFO | İşleniyor: naber...
2026-02-06 00:36:08 | agent_loop | INFO | Processing input: naber
2026-02-06 00:36:11 | agent | INFO | İşleniyor: ko...
2026-02-06 00:36:11 | agent_loop | INFO | Processing input: ko
2026-02-06 00:36:45 | agent_loop | INFO | LLM plan raw: Ko görevi için optimize edilmiş bir plan oluşturacağım. Planı aşağıdaki gibi oluşturdum:

1. **Adım 1:** Spotlight aramasını kullanarak ilgili PDF dosyalarını bulmaya çalışın.
	* Araç: `spotlight_search`
	* Parametreler:
		+ `query`: "PDF"
		+ `directory`: "/Users/Kullanıcı/Downloads" (Kullanıcının 
2026-02-06 00:36:45 | agent_loop | INFO | Executing step step_1: İlgili PDF dosyalarını bul (attempt 1/3)
2026-02-06 00:36:45 | task_executor | INFO | Executing spotlight_search with params: {'query': 'PDF', 'directory': '/Users/Kullanıcı/Downloads'}
2026-02-06 00:36:45 | macos.spotlight | INFO | Spotlight search: mdfind -name PDF
2026-02-06 00:36:46 | macos.spotlight | INFO | Found 10 results for 'PDF'
2026-02-06 00:36:46 | task_executor | INFO | Task spotlight_search completed in 0.36s
2026-02-06 00:36:46 | agent_loop | INFO | Executing step step_2: Bulunan PDF dosyalarını listele (attempt 1/3)
2026-02-06 00:36:46 | task_executor | INFO | Executing list_files with params: {'pattern': '*.pdf', 'directory': '[bulunan_yol]'}
2026-02-06 00:36:46 | task_executor | ERROR | Task list_files execution error: list_files() got an unexpected keyword argument 'pattern'
2026-02-06 00:36:56 | agent_loop | WARNING | _handle_step_failure LLM call timed out or failed: 
2026-02-06 00:36:56 | agent_loop | INFO | Step step_2 failed and no retry suggested, moving to next step
2026-02-06 00:36:56 | agent_loop | INFO | Executing step step_3: Bulunan belgeyi özetle (attempt 1/3)
2026-02-06 00:36:56 | smart_paths | WARNING | Path not found: [bulunan_yol], suggestions: []
2026-02-06 00:36:56 | task_executor | INFO | Executing summarize_document with params: {'path': '/Users/emrekoca/Desktop/[bulunan_yol]'}
2026-02-06 00:36:56 | task_executor | INFO | Task summarize_document completed in 0.00s
2026-02-06 00:36:56 | agent_loop | INFO | Fallback suggestion: trying read_file instead of summarize_document
2026-02-06 00:36:56 | agent_loop | INFO | Retrying step step_3 (retry 1/2)
2026-02-06 00:36:56 | agent_loop | INFO | Executing step step_3: Bulunan belgeyi özetle (attempt 2/3)
2026-02-06 00:36:57 | smart_paths | WARNING | Path not found: /Users/emrekoca/Desktop/[bulunan_yol], suggestions: []
2026-02-06 00:36:57 | task_executor | INFO | Executing read_file with params: {'path': '/Users/emrekoca/Desktop/[bulunan_yol]'}
2026-02-06 00:36:57 | task_executor | INFO | Task read_file completed in 0.00s
2026-02-06 00:37:07 | agent_loop | WARNING | _handle_step_failure LLM call timed out or failed: 
2026-02-06 00:37:07 | agent_loop | INFO | Step step_3 failed and no retry suggested, moving to next step
2026-02-06 00:37:11 | agent | ERROR | Process timeout: ko
2026-02-06 00:37:11 | error_handler | ERROR | Error [timeout] in None: İşlem 60 saniye zaman aşımına uğradı
2026-02-06 00:37:31 | agent | INFO | İşleniyor: ss al...
2026-02-06 00:37:31 | agent_loop | INFO | Processing input: ss al
2026-02-06 00:37:31 | agent_loop | INFO | Fast path triggered
2026-02-06 00:37:31 | agent_loop | INFO | Executing step fast_step_1: Hızlı Geçiş: ss al (attempt 1/3)
2026-02-06 00:37:31 | task_executor | INFO | Executing take_screenshot with params: {}
2026-02-06 00:37:32 | task_executor | INFO | Task take_screenshot completed in 0.31s
2026-02-06 00:37:37 | agent | INFO | İşleniyor: ss al bana gönder...
2026-02-06 00:37:37 | agent_loop | INFO | Processing input: ss al bana gönder
2026-02-06 00:37:37 | agent_loop | INFO | Executing step step_1: ss al bana gönder (attempt 1/3)
2026-02-06 00:37:37 | task_executor | INFO | Executing take_screenshot with params: {}
2026-02-06 00:37:38 | task_executor | INFO | Task take_screenshot completed in 0.24s
2026-02-06 00:38:38 | agent | INFO | İşleniyor: bilgisayarı kapat...
2026-02-06 00:38:38 | agent_loop | INFO | Processing input: bilgisayarı kapat
2026-02-06 00:39:00 | agent_loop | INFO | LLM plan raw: Görev planlayıcısı olarak, kullanıcının isteğini optimize edilmiş bir plana dönüştürmek için aşağıdaki adımları takip edeceğim:

1. **Karmaşık görevi mantıklı adımlara böl**: "Bilgisayarı kapat" ifadesini, daha spesifik ve yönetilebilir adımlara ayıracağım.
